id;parent_id;product_number;active;stock;name;description;price_net;price_gross;purchase_prices_net;purchase_prices_gross;tax_id;tax_rate;tax_name;cover_media_id;cover_media_url;cover_media_title;cover_media_alt;manufacturer_id;manufacturer_name;categories;sales_channel;propertyIds;optionIds
0195ade1dcc77e34885f190e0a06cdce;;SW10015;1;100;"Palmcare ECO | Handpulsoximeter-Thermometer";"<p><b>Funktion &amp; technische Daten:</b></p>
<ul>
    <li><b>Display:</b> 3,5"" LCD Farb-Display</li>
    <li><b>Messfunktionen:</b> SpO₂-Messung &amp; Körpertemperatur</li>
    <li><b>Zusätzliche Sensoren:</b> Integriertes Fieberthermometer, SpO₂-Sensor für Erwachsene</li>
    <li><b>Stromversorgung:</b> Akku mit 20 Stunden Laufzeit bei voller Ladung</li>
    <li><b>Datenaufzeichnung:</b> Bis zu 500 Stunden SpO₂-Datenspeicher</li>
    <li><b>Automatisches Display:</b> Dreht sich je nach Halteposition</li>
    <li><b>Konnektivität:</b> Kompatibel mit vihealth App</li>
    <li><b>Ladestation:</b> Im Lieferumfang enthalten</li>
</ul>
";249;296.31;169.32;201.4908;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048de7d06a0e160f7cb49a391;https://dormed24.de/media/f5/72/2d/1742397791/palmcare-eco-handpulsoximeter-thermometer.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ade792637f1296b10e5d76721963;;SW10016;1;100;"SpO₂ Fingerclip Erwachsene";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Fingerclip-Sensor für Erwachsene</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>



";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e07d5295ffb9e095ca644b;https://dormed24.de/media/76/35/03/1742397789/spo2-fingerclip-erwachsene.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195adead0e3769594b766a7b6aeb778;;SW10017;1;100;"SpO₂ Softtouchsensor Erwachsene";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Softtouch-Sensor für Erwachsene</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>



";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e17cf2849a5f15ed9748bc;https://dormed24.de/media/3b/f1/8d/1742397790/spo2-softtouch-sensor-erwachsene.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195aded2b6d7853863f985756bde6c1;;SW10018;1;100;"SpO₂ Fingerclip Kinder";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Fingerclip-Sensor für Kinder</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>




";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e07d5295ffb9e106279739;https://dormed24.de/media/97/e9/ae/1742397789/spo2-fingerclip-kinder.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195adf134e97855a8f24333d6d584bc;;SW10019;1;100;"SpO₂ Softtouchsensor Kinder";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Softtouch-Sensor für Kinder</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>


";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e17cf2849a5f16d21e9a37;https://dormed24.de/media/4a/9e/81/1742397793/spo2-softtouchsensor-kinder-frontansicht.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195adf4a5d174b69a7805ae03c77d96;;SW10020;1;100;"SpO₂ Y-Ohr-/Wrapsensor";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Y-Sensor zur Messung am Ohr oder als Wrapsensor</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>



";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e2752cafb3c16099d8a33e;https://dormed24.de/media/2f/d1/94/1742397795/spo2-y-ohr-wrapsensor-frontansicht.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ae0203b97ff292a7353bbe294254;;SW10021;1;100;"SpO₂ Wrapsensor Einweg (10-er Pack)";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Messbereich:</b> Erfassung der Sauerstoffsättigung (SpO₂) und Pulsrate</li><li><b>Sensorart:</b> Einweg-Wrapsensor (10 Stück)</li><li><b>Anschluss:</b> Standard-SpO₂-Schnittstelle</li></ul>



";79.9;95.081;59.9;71.281;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e2752cafb3c15f909b4e13;https://dormed24.de/media/c0/5a/0e/1742397794/spo2-y-ohr-wrapsensor-einweg.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ae0cfdff7da69956d358b68e884c;;SW10022;1;100;"SpO₂ Verlängerungskabel DEC8";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und weitere Pulsoximeter</li><li><b>Verwendung:</b> Verlängerung für SpO₂-Sensoren</li><li><b>Länge:</b> Standardmaß für flexible Anwendung</li><li><b>Anschluss:</b> DEC8-Schnittstelle</li></ul>



";69.9;83.181;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e17cf2849a5f18a8922588;https://dormed24.de/media/33/fa/5b/1742397790/spo2-verlangerungskabel-dec8.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ae16cc4d78858f634382aba45e8e;;SW10023;1;100;"SpO₂ Thermometer-Schutzkappen (VPE/30 Stk.)";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO</li><li><b>Verwendung:</b> Schutzkappen für Thermometer-Funktion</li><li><b>Verpackungseinheit:</b> 30 Stück</li><li><b>Material:</b> Hygienischer Einweggebrauch</li></ul>


";4.99;5.9381;3.74;4.4506;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e17cf2849a5f17ac190300;https://dormed24.de/media/88/d1/6f/1742397793/spo2-thermometer-schutzkappen-frontansicht.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ae2af63e7cefa465ec002e5c5017;;SW10024;1;100;"PalmCare Pro Netzteil";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und Palmcare Pro</li><li><b>Stromversorgung:</b> Netzteil zur direkten Stromversorgung</li><li><b>Anschluss:</b> Standard-Ladeanschluss</li><li><b>Verwendung:</b> Ersatz- oder Zweitnetzteil</li></ul>


";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048e07d5295ffb9dfa4095836;https://dormed24.de/media/3a/e4/71/1742397792/palmcare-pronetzteil.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195ae2d774f7a67aa97ada3a3e40ccc;;SW10025;1;100;"PalmCare Pro Stativbefestigung";"<p></p><ul><li><b>Kompatibilität:</b> Passend für Palmcare ECO und Palmcare Pro</li><li><b>Verwendung:</b> Fixierung des Geräts auf einem Stativ</li><li><b>Material:</b> Robuste und langlebige Konstruktion</li><li><b>Befestigung:</b> Schraubmechanismus für sicheren Halt</li></ul>



";19.9;23.681;14.93;17.7667;0195903a857073348ae7250001a512bd;19;"Standard rate";0195adaa231178f19cc6e834d98c0788;https://dormed24.de/media/bf/58/72/1742397474/palmcare-pro-stativbefestigung.png?ts=1742398395;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195af29a25974d0a9d1e1aa71f3ae5d;;SW10014;1;100;"Palmcare Pro Hand-Pulsoximeter (Farb-Display)";"<p><b>Funktion &amp; technische Daten:</b></p>
<ul>
    <li><b>Display:</b> 3"" LCD Farb-Display</li>
    <li><b>Messparameter:</b> SpO₂, Pulsrate, Alarmlimits, Pulswelle, Perfusionsindex, Batteriestatus, Alarmstatus</li>
    <li><b>Speicher:</b> Trendaufzeichnung</li>
    <li><b>Nutzergruppen:</b> Geeignet für Erwachsene, Kinder &amp; Säuglinge</li>
    <li><b>Stromversorgung:</b> 4 x AA-Batterien</li>
    <li><b>Alarm:</b> Einstellbare Grenzwerte, akustische &amp; optische Signale</li>
    <li><b>Zubehör:</b> SpO₂-Sensor für Erwachsene, Schutzhülle, 4 x AA-Batterien</li>
</ul>
";249;296.31;169.32;201.4908;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048df74e8814a8c151486b2ca;https://dormed24.de/media/e3/cd/e2/1742397794/palmcare-pro-hand-pulsoximeter-frontansicht.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195afb687c876b0a46925f356f68ce3;;SW10026;1;100;"Biolight M860 | SpO₂ + NiBP";"<p><b>Funktion &amp; technische Daten:</b></p>
<ul>
    <li><b>Messfunktionen:</b> Handheld-Monitor zur SpO₂- und NiBP-Messung</li>
    <li><b>Display:</b> 4,3"" Farb-Touchscreen</li>
    <li><b>Speicher:</b> Trendaufzeichnung &amp; Werteübersicht exportierbar</li>
    <li><b>Stromversorgung:</b> Akkubetrieben</li>
    <li><b>Sicherheitsmerkmale:</b> Defibrillationsschutz</li>
    <li><b>Zubehör:</b>
        <ul>
            <li>SpO₂ Fingerclip</li>
            <li>USB-Kabel</li>
            <li>Netzadapter</li>
            <li>NiBP-Manschette (Umfang 25-35 cm)</li>
            <li>Gebrauchsanweisung in Deutsch</li>
        </ul>
    </li>
</ul>
";575;684.25;431.25;513.1875;0195903a857073348ae7250001a512bd;19;"Standard rate";019595bbe6e0791db43a6de233cf69e7;https://dormed24.de/media/15/65/07/1741973902/blt-m860.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195b2ac7f70715592d15963b8290d6d;;SW10027;1;100;"4 MHz Sonde (Hi-Dop)";"<ul>
    <li><strong>Frequenz:</strong> 4 MHz</li>
    <li><strong>Kompatibilität: </strong>Hi-Dop Gefäßdoppler</li>
</ul>
";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048dd7540aef236b7e24af5cd;https://dormed24.de/media/d3/65/94/1742397790/hi-dop-sonden.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b2aacabd72d9ab832e3800ff99e6;0195903ca61071338e3fbc42bb6c843a;;
0195b2b0582a7374a9a7267e4d8a1f60;;SW10028;1;100;"5 MHz Sonde (Hi-Dop)";"<ul>
    <li><strong>Frequenz:</strong> 5 MHz</li>
    <li><strong>Kompatibilität:</strong> Hi-Dop Gefäßdoppler</li>
</ul>";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048dd7540aef236b7e24af5cd;https://dormed24.de/media/d3/65/94/1742397790/hi-dop-sonden.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";;0195903ca61071338e3fbc42bb6c843a;;
0195b2b22c6879d3b398013d627e899c;;SW10029;1;100;"8 MHz Sonde (Hi-Dop)";"<ul>
    <li><strong>Frequenz:</strong> 8 MHz</li>
    <li><strong>Kompatibilität: </strong>Hi-Dop Gefäßdoppler</li>
</ul>
";69;82.11;51.75;61.5825;0195903a857073348ae7250001a512bd;19;"Standard rate";0195af0048dd7540aef236b7e24af5cd;https://dormed24.de/media/d3/65/94/1742397790/hi-dop-sonden.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";;0195903ca61071338e3fbc42bb6c843a;;
0195b380392178b1a7eeb462eabad5b6;;SW10030;1;100;"Multifunktionsdefibrillator/Monitor - defiMaster Standard";"<ul><li><strong>3/5-Ableitungs-EKG-Funktionen</strong> mit Zusatzfunktionen: SpO₂ (Nellcor) &amp; Schrittmacher</li>
  <li><strong>Vier verschiedene Modus-Arten:</strong> Defibrillation, Monitor, AED, Stimulation</li>
  <li><strong>Leistungsbereich:</strong> 1 bis 360 Joule, Patientensicherheit durch automatische Energieanpassung</li>
  <li><strong>Patientenimpedanz:</strong> 25~200 Ohm, automatische Erkennung</li>
  <li><strong>8,4""-TFT-LCD Display (800 x 600)</strong> für klare Darstellung der Messwerte</li>
  <li><strong>Integrierter Drucker</strong> zur Dokumentation der Patientenüberwachung</li>
  <li><strong>Akku:</strong> Hochleistungs-Li-Ionen-Batterie (14,5V, 6600mAh) für mobile Einsätze</li>
  <li><strong>Standard-Zubehör:</strong> Pads, Batterie, Druckerpapier, EKG-Kabel, SpO₂-Sensor</li>
  <li><strong>Optionale Tasche</strong> für den sicheren Transport erhältlich</li>
</ul>
";5900;7021;4425;5265.75;0195903a857073348ae7250001a512bd;19;"Standard rate";019595bbe6e173beb7b86884578bc282;https://dormed24.de/media/57/27/d2/1741973903/defimaster-me-pad.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b38436c57a89918a343107ddfb91;0195903ca61071338e3fbc42bb6c843a;;
0195b38497557706846ac215e5c34190;;SW10031;1;100;"Wandhalterung ME PAD";"<h2><span style=""font-size:16px;font-weight:normal;letter-spacing:0px;"">Die Wandhalterung ME PAD ermöglicht eine sichere und leicht zugängliche Aufbewahrung des ME PAD Defibrillators im Innenbereich.</span></h2>
<ul>
    <li>Passend für: ME PAD Defibrillator</li>
    <li>Montage: Zur festen Installation an der Wand</li>
    <li>Material: Robuste Metallkonstruktion</li>
    <li>Inklusive: Schraubensatz für einfache Befestigung</li>
    <li>Einsatzbereich: Innenräume</li></ul>
";99;117.81;74.25;88.3575;0195903a857073348ae7250001a512bd;19;"Standard rate";019595bbe6e27a6bb6103e3ba3224201;https://dormed24.de/media/c5/0c/62/1741973902/wandhalterung-me-pad.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b38436c57a89918a343107ddfb91;0195903ca61071338e3fbc42bb6c843a;;
0195b39462be7f4b9dbd7806989b25f5;;SW10032;1;100;"ME PAD | Vollautomatischer Externer Defibrillator";"<h2><span style=""font-size:16px;font-weight:normal;letter-spacing:0px;"">Der ME PAD ist ein vollautomatischer Defibrillator für den schnellen und sicheren Einsatz in Notfallsituationen.</span></h2>
<ul>
    <li><b>Herstellergarantie:</b> 5 Jahre</li>
    <li><b>Stand-by-Zeit:</b> Bis zu 5 Jahre oder bis zu 200 Schocks</li>
    <li><b>Automatische Lautstärkeanpassung:</b> Optimale Verständlichkeit in jeder Umgebung</li>
    <li><b>Militärstandard:</b> Erfüllt MIL-STD-810G / IP 55</li>
    <li><b>Kindernotfallmodus:</b> Automatische Umschaltung für Patienten unter 25 kg ohne Elektrodenwechsel</li>
    <li><b>Standard-Zubehör:</b> 1 x Erwachsenen-Elektrodenpaar, 1 x Transporttasche, 1 x Batterie</li></ul>
";1049;1248.31;713.32;848.8508;0195903a857073348ae7250001a512bd;19;"Standard rate";019595bbe6e173beb7b8688574fb02d7;https://dormed24.de/media/4a/a3/cf/1741973902/me-pad.png?ts=1742399711;;;0195a457699276a1bd008adbd0886fd4;"medical ECONET";0195b38436c57a89918a343107ddfb91;0195903ca61071338e3fbc42bb6c843a;;
